Date,Plot,Dist (m),Azi (°),Species,Tag #,Live or Dead?,DBH (cm),AGB (kg),Estimated height (m),Notes,,,,,,
7/19/19,BP98#2,8.0,245,POGR,550,L,10.2,32.5,,,,,,,,
7/19/19,BP98#2,6.0,247,POGR,560,L,10.2,32.5,,,,,,,,
7/19/19,BP98#2,19.5,198,POGR,4090,L,10.3,33.3,,NEW TREE,,,,,,
7/19/19,BP98#2,4.0,180,POGR,4165,L,10.4,34.0,,NEW TREE,,,,,,
7/19/19,BP98#2,7.5,190,POGR,4298,L,10.4,34.0,,,,,,,,
7/19/19,BP98#2,10.0,206,POGR,3139,L,10.5,34.8,,,,,,,,
7/19/19,BP98#2,8.0,210,POGR,4294,L,10.5,34.8,,,,,,,,
7/19/19,BP98#2,9.0,213,POGR,518,L,10.5,34.8,,,,,,,,
7/19/19,BP98#2,10.0,221,POGR,517,L,10.5,34.8,,,,,,,,
7/19/19,BP98#2,8.5,250,POGR,4223,L,10.5,34.8,,NEW TREE,,,,,,
7/19/19,BP98#2,9.0,270,POGR,4152,L,10.5,34.8,,NEW TREE,,,,,,
7/19/19,BP98#2,9.0,182,POGR,4267,L,10.6,35.6,,,,,,,,
7/19/19,BP98#2,17.0,189,POGR,4277,L,10.6,35.6,,,,,,,,
7/19/19,BP98#2,19.0,208,POGR,4244,L,10.6,35.6,,,,,,,,
7/19/19,BP98#2,9.0,245,POGR,573,L,10.6,35.6,,,,,,,,
7/19/19,BP98#2,16.0,208,POGR,4245,L,10.7,36.4,,,,,,,,
7/19/19,BP98#2,2.5,220,POGR,4112,L,10.7,36.4,,NEW TREE,,,,,,
7/19/19,BP98#2,9.5,190,POGR,524,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,10.0,200,POGR,4289,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,13.5,205,POGR,553,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,15.5,209,POGR,580,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,20.0,210,POGR,566,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,12.5,211,POGR,584,L,10.8,37.2,,,,,,,,
7/19/19,BP98#2,17.0,186,POGR,4278,L,10.9,38.0,,,,,,,,
7/19/19,BP98#2,11.0,231,POGR,514,L,10.9,38.0,,,,,,,,
7/19/19,BP98#2,9.5,180,POGR,4290,L,11.0,38.8,,,,,,,,
7/19/19,BP98#2,17.0,211,POGR,522,L,11.0,38.8,,,,,,,,
7/19/19,BP98#2,9.0,214,POGR,4268,L,11.0,38.8,,,,,,,,
7/19/19,BP98#2,10.0,226,POGR,4246,L,11.0,38.8,,,,,,,,
7/19/19,BP98#2,2.0,200,POGR,525,L,11.1,39.7,,,,,,,,
7/19/19,BP98#2,12.0,202,POGR,4196,L,11.1,39.7,,NEW TREE,,,,,,
7/19/19,BP98#2,21.5,203,POGR,3145,L,11.1,39.7,,,,,,,,
7/19/19,BP98#2,10.0,240,POGR,572,L,11.2,40.5,,,,,,,,
7/19/19,BP98#2,9.0,250,POGR,512,L,11.2,40.5,,,,,,,,
7/19/19,BP98#2,7.5,196,POGR,4269,L,11.3,41.4,,,,,,,,
7/19/19,BP98#2,5.0,221,POGR,4263,L,11.3,41.4,,,,,,,,
7/19/19,BP98#2,12.0,228,POGR,520,L,11.3,41.4,,,,,,,,
7/19/19,BP98#2,8.0,240,POGR,552,L,11.4,42.2,,,,,,,,
7/19/19,BP98#2,10.0,260,POGR,562,L,11.4,42.2,,,,,,,,
7/19/19,BP98#2,15.0,182,POGR,4279,L,11.5,43.1,,,,,,,,
7/19/19,BP98#2,9.5,215,POGR,4291,L,11.5,43.1,,,,,,,,
7/19/19,BP98#2,9.5,195,POGR,3140,L,11.7,44.9,,,,,,,,
7/19/19,BP98#2,10.0,198,POGR,4249,L,11.7,44.9,,,,,,,,
7/19/19,BP98#2,11.0,187,POGR,4281,L,11.8,45.8,,,,,,,,
7/19/19,BP98#2,5.0,198,POGR,3141,L,11.8,45.8,,,,,,,,
7/19/19,BP98#2,11.0,223,POGR,519,L,11.8,45.8,,,,,,,,
7/19/19,BP98#2,7.5,229,POGR,516,L,11.8,45.8,,,,,,,,
7/19/19,BP98#2,18.5,206,POGR,4254,L,11.9,46.7,,,,,,,,
7/19/19,BP98#2,4.5,209,POGR,3142,L,12.0,47.6,,,,,,,,
7/19/19,BP98#2,18.0,205,POGR,568,L,12.1,48.6,,,,,,,,
7/19/19,BP98#2,6.0,243,POGR,4252,L,12.1,48.6,,,,,,,,
7/19/19,BP98#2,10.0,260,POGR,559,L,12.1,48.6,,,,,,,,
7/19/19,BP98#2,6.0,270,POGR,4262,L,12.2,49.5,,,,,,,,
7/19/19,BP98#2,17.5,195,POGR,523,L,12.3,50.5,,,,,,,,
7/19/19,BP98#2,18.5,181,POGR,4243,L,12.4,51.5,,,,,,,,
7/19/19,BP98#2,8.0,220,POGR,4213,L,12.5,52.4,,,,,,,,
7/19/19,BP98#2,7.0,230,POGR,4292,L,12.5,52.4,,,,,,,,
7/19/19,BP98#2,9.0,220,POGR,564,L,12.6,53.4,,,,,,,,
7/19/19,BP98#2,14.0,225,POGR,571,L,12.7,54.4,,,,,,,,
7/19/19,BP98#2,4.0,176,POGR,4271,L,12.8,55.4,,,,,,,,
7/19/19,BP98#2,14.0,220,POGR,565,L,12.8,55.4,,,,,,,,
7/19/19,BP98#2,17.5,207,POGR,578,L,12.9,56.5,,,,,,,,
7/19/19,BP98#2,5.0,215,POGR,4299,L,13.1,58.5,,,,,,,,
7/19/19,BP98#2,12.5,231,POGR,4247,L,13.1,58.5,,,,,,,,
7/19/19,BP98#2,9.5,209,POGR,4266,L,13.5,62.8,,,,,,,,
7/19/19,BP98#2,18.5,184,POGR,3135,L,13.6,63.9,,,,,,,,
7/19/19,BP98#2,14.0,194,POGR,4256,L,14.0,68.4,,,,,,,,
7/19/19,BP98#2,15.0,200,POGR,569,L,14.0,68.4,,,,,,,,
7/19/19,BP98#2,11.0,250,POGR,563,L,14.0,68.4,,slightly below DBH,,,,,,
7/19/19,BP98#2,5.0,244,POGR,4265,L,14.1,69.6,,,,,,,,
7/19/19,BP98#2,6.0,231,POGR,4251,L,14.4,73.1,,,,,,,,
7/19/19,BP98#2,2.5,233,POGR,3144,L,14.7,76.7,,,,,,,,
7/19/19,BP98#2,4.5,254,POGR,4273,L,15.3,84.3,,,,,,,,
7/19/19,BP98#2,11.0,257,POGR,4250,L,17.3,112.5,,,,,,,,
7/19/19,BP98#2,6.5,268,POGR,3148,L,17.5,115.6,,,,,,,,
7/19/19,BP98#2,10.0,226,POGR,3147,L,9.0,24.2,,"not present, MISSING DATA",,,,,,
7/19/19,BP98#2,10.0,250,POTR,570,L,9.4,21.0,,,,,,,,
7/19/19,BP98#2,18.5,200,QURU,4208,L,8.5,15.0,,NEW TREE ,,,,,,
7/19/19,BP98#2,11.0,205,QURU,4150,L,9.7,21.7,,NEW TREE,,,,,,
7/19/19,BP98#2,7.0,215,QURU,4297,L,9.7,21.7,,DBH measured 10cm high,,,,,,
7/19/19,BP98#2,14.5,216,QURU,556,L,10.0,23.6,,,,,,,,
7/19/19,BP98#2,7.0,220,QURU,4296,L,10.5,27.0,,,,,,,,
7/19/19,BP98#2,11.5,190,QURU,4164,L,11.5,34.8,,NEW TREE,,,,,,
7/19/19,BP98#2,4.5,270,QURU,4300,L,12.0,39.2,,slightly above DBH,,,,,,
7/19/19,BP98#2,14.5,216,QURU,558,L,12.4,42.9,,,,,,,,
7/19/19,BP98#2,10.5,219,QURU,3146,L,12.6,44.8,,,,,,,,
7/19/19,BP98#2,11.5,190,QURU,4287,L,12.7,45.8,,,,,,,,
7/19/19,BP98#2,14.0,219,QURU,557,L,12.7,45.8,,,,,,,,
7/19/19,BP98#2,11.0,190,QURU,4288,L,13.4,53.2,,,,,,,,
8/16/19,BS40E,16.0,110,ACRU,1914,L,12.2,32.5,,,,,,,,
8/16/19,BS40E,17.0,100,ACRU,1969,L,12.9,37.9,,,,,,,,
8/16/19,BS40E,9.5,158,ACRU,1933,L,12.9,37.9,,,,,,,,
8/16/19,BS40E,17.0,100,ACRU,1974,L,14,47.6,,,,,,,,
8/16/19,BS40E,17.0,100,ACRU,1972,L,25.9,263.0,,,,,,,,
8/16/19,BS40E,16.0,102,ACRU,1973,L,32.4,489.8,,,,,,,,
8/16/19,BS40E,14.5,335,BEPA,1955,D,16.6,48.76812657,5,,,,,,,
8/16/19,BS40E,17.5,330,BEPA,1954,D,17.9,113.4112022,10,,,,,,,
8/16/19,BS40E,17.5,328,BEPA,1953,L,23.2,226.3483007,,,,,,,,
8/16/19,BS40E,16.0,273,BEPA,1925,L,27.4,363.0020004,,,,,,,,
8/16/19,BS40E,11.5,335,BEPA,1956,L,28.3,397.8804955,,,,,,,,
8/16/19,BS40E,7,260,PIRE,1923,D,9.6,10.82832768,2.5,,,,,,,
8/16/19,BS40E,11.5,158,PIRE,1913,D,10.7,20.9,full tree,,,,,,,
8/16/19,BS40E,16,0,PIRE,1960,D,14.7,46.7,full tree,,,,,,,
8/16/19,BS40E,8.5,312,PIRE,1931,L,9,13.5,,,,,,,,
8/16/19,BS40E,17.5,198,PIRE,1916,L,10.6,20.5,,,,,,,,
8/16/19,BS40E,10.5,240,PIRE,1918,L,11.2,23.5,,,,,,,,
8/16/19,BS40E,6.0,314,PIRE,1951,L,11.6,25.7,,,,,,,,
8/16/19,BS40E,5.5,298,PIRE,1930,L,11.9,27.4,,,,,,,,
8/16/19,BS40E,12.5,140,PIRE,1939,L,12.5,31.0,,,,,,,,
8/16/19,BS40E,14.5,229,PIRE,1935,L,12.6,31.6,,,,,,,,
8/16/19,BS40E,6.0,326,PIRE,1952,L,12.8,32.9,,,,,,,,
8/16/19,BS40E,4.0,259,PIRE,1920,L,15.5,53.4,,,,,,,,
8/16/19,BS40E,7.0,258,PIRE,1922,L,19.1,90.5,,,,,,,,
8/16/19,BS40E,16.5,263,PIRE,1926,L,20.4,106.9,,,,,,,,
8/16/19,BS40E,9.0,226,PIRE,1940,L,24.9,176.8,,,,,,,,
8/16/19,BS40E,16.0,236,PIRE,1943,L,29.5,271.3,,,,,,,,
8/16/19,BS40E,9.0,28,PIRE,1961,L,30.6,297.6,,,,,,,,
8/16/19,BS40E,4.5,129,PIRE,1986,L,30.7,300.1,,,,,,,,
8/16/19,BS40E,12.0,130,PIRE,1945,L,31.7,325.4,,,,,,,,
8/16/19,BS40E,12.0,8,PIRE,1987,L,35.7,439.3,,,,,,,,
8/16/19,BS40E,6.0,19,PIRE,1963,L,41.2,630.8,,,,,,,,
8/16/19,BS40E,10.5,316,PIRE,1950,L,42.8,694.5,,,,,,,,
8/16/19,BS40E,15.5,220,PIRE,1942,L,43.1,706.9,,,,,,,,
8/16/19,BS40E,8.5,40,PIRE,1964,L,43.5,723.6,,,,,,,,
8/16/19,BS40E,9.5,299,PIRE,1928,L,43.9,740.5,,,,,,,,
8/16/19,BS40E,7.5,185,PIRE,1936,L,44.4,762.0,,,,,,,,
8/16/19,BS40E,18.0,273,PIRE,1924,L,45.6,815.1,,,,,,,,
8/16/19,BS40E,4.5,58,PIRE,1970,L,45.9,828.7,,,,,,,,
8/16/19,BS40E,9.5,182,PIRE,1944,L,46,833.3,,,,,,,,
8/16/19,BS40E,11.0,0,PIRE,1959,L,48.1,932.7,,,,,,,,
8/16/19,BS40E,11.5,156,PIRE,1948,L,49,977.4,,,,,,,,
8/16/19,BS40E,10.0,32,PIRE,1965,L,50,1028.6,,,,,,,,
8/16/19,BS40E,12.5,150,PIRE,1934,L,53.4,1214.5,,,,,,,,
8/16/19,BS40E,10.0,338,PIST,1941,L,8.2,9.169805251,,,,,,,,
8/16/19,BS40E,6.5,185,PIST,1932,L,8.6,10.36553989,,,,,,,,
8/16/19,BS40E,18.0,29,PIST,1915,L,8.8,10.99730626,,,,,,,,
8/16/19,BS40E,10.5,128,PIST,1938,L,10.5,17.32570136,,,,,,,,
8/16/19,BS40E,8.0,35,PIST,1966,L,11.3,20.92943658,,,,,,,,
8/16/19,BS40E,6.0,159,PIST,1937,L,12,24.43054187,,,,,,,,
8/16/19,BS40E,10.0,0,PIST,1958,L,12.7,28.26825752,,,,,,,,
8/16/19,BS40E,12.5,240,PIST,1917,L,13.1,30.61666219,,,,,,,,
8/16/19,BS40E,17.0,225,PIST,4353,L,16.5,55.44406877,,,,,,,,
8/16/19,BS40E,17.5,251,PIST,4352,L,31.4,290.4080244,,,,,,,,
8/16/19,BS40E,3.5,208,POGR,1946,D,19.4,70.75259385,4,,,,,,,
8/16/19,BS40E,6.0,258,POGR,1921,L,19.4,147.3,,,,,,,,
8/16/19,BS40E,15.0,5,POGR,1971,L,22.1,200.0,,,,,,,,
8/16/19,BS40E,5.5,240,POGR,1919,L,28,348.8,,,,,,,,
8/16/19,BS40E,17.0,358,POGR,1957,L,28.5,363.6,,,,,,,,
8/16/19,BS40E,9.5,108,POGR,1962,L,29.6,397.5,,,,,,,,
8/16/19,BS40E,10.0,259,POGR,1927,L,30.7,433.1,,,,,,,,
8/16/19,BS40E,8.5,60,POGR,4354,L,33.5,531.7,,,,,,,,
8/16/19,BS40E,6.5,92,POGR,1968,L,38.5,737.2,,,,,,,,
8/16/19,BS40E,5.0,297,POGR,1929,L,43.3,971.6,,,,,,,,
8/16/19,BS40E,17.5,47,QURU,1967,L,11.5,34.8,,,,,,,,
8/16/19,BS40F,12.0,209,ACRU,1048,L,9.7,17.2,,,,,,,,
8/16/19,BS40F,12.0,210,ACRU,1047,L,9.8,17.7,,,,,,,,
8/16/19,BS40F,12.5,314,ACRU,1026,L,10.9,23.8,,,,,,,,
8/16/19,BS40F,9.0,50,ACRU,1078,L,11.3,26.3,,,,,,,,
8/16/19,BS40F,11.0,341,ACRU,1017,L,11.4,26.9,,,,,,,,
8/16/19,BS40F,16.0,217,ACRU,1044,L,14.3,50.5,,,,,,,,
8/16/19,BS40F,7.0,150,ACRU,1059,L,14.8,55.6,,,,,,,,
8/16/19,BS40F,12.5,315,ACRU,1025,L,23.2,193.7,,,,,,,,
8/16/19,BS40F,13.0,130,BEPA,1063,L,13.8,51.80137148,,,,,,,,
8/16/19,BS40F,18.0,44,PIRE,1016,L,10.2,18.6,,,,,,,,
8/16/19,BS40F,16.5,10,PIRE,1081,L,12,28.0,,,,,,,,
8/16/19,BS40F,7.5,332,PIRE,1023,L,16.2,59.7,,,,,,,,
8/16/19,BS40F,16.0,274,PIRE,1030,L,17.6,73.6,,,,,,,,
8/16/19,BS40F,15.5,270,PIRE,1035,L,22.6,138.4,,,,,,,,
8/16/19,BS40F,11.0,172,PIRE,1058,L,26.7,210.9,,,,,,,,
8/16/19,BS40F,13.0,215,PIRE,1046,L,28.2,242.1,,,,,,,,
8/16/19,BS40F,12.0,243,PIRE,1038,L,30.5,295.1,,,,,,,,
8/16/19,BS40F,15.0,162,PIRE,1055,L,36,448.6,,,,,,,,
8/16/19,BS40F,15.0,173,PIRE,1053,L,37.2,487.4,,,,,,,,
8/16/19,BS40F,17.0,334,PIRE,1020,L,39,549.2,,,,,,,,
8/16/19,BS40F,11.0,345,PIRE,1018,L,41.5,642.5,,,,,,,,
8/16/19,BS40F,5.0,334,PIRE,1022,L,42.6,686.4,,,,,,,,
8/16/19,BS40F,17.0,167,PIRE,1054,L,44,744.8,,,,,,,,
8/16/19,BS40F,14.5,75,PIRE,1075,L,46.2,842.4,,,,,,,,
8/16/19,BS40F,16.5,345,PIRE,1019,L,46.6,861.0,,,,,,,,
8/16/19,BS40F,9.0,82,PIRE,1074,L,47.3,894.0,,,,,,,,
8/16/19,BS40F,14.5,152,PIRE,1056,L,47.8,918.1,,,,,,,,
8/16/19,BS40F,14.0,116,PIRE,1067,L,48,927.8,,,,,,,,
8/16/19,BS40F,9.5,190,PIRE,1050,L,48,927.8,,,,,,,,
8/16/19,BS40F,5.0,129,PIRE,1065,L,48.8,967.4,,,,,,,,
8/16/19,BS40F,12.5,92,PIRE,1071,L,49.3,992.6,,,,,,,,
8/16/19,BS40F,8.0,216,PIRE,1041,L,52.8,1180.4,,,,,,,,
8/16/19,BS40F,9.5,1,PIRE,1083,L,54.3,1266.9,,,,,,,,
8/16/19,BS40F,5.0,147,PIRE,1064,L,54.4,1272.8,,,,,,,,
8/16/19,BS40F,9.5,29,PIRE,1080,L,55.7,1351.0,,,,,,,,
8/16/19,BS40F,15.0,55,PIRE,1077,L,57.9,1489.9,,,,,,,,
8/16/19,BS40F,17.5,221,PIST,1043,D,10,15.28129512,full tree,,,,,,,
8/16/19,BS40F,16.5,59,PIST,1076,D,15,43.38414254,full tree,,,,,,,
8/16/19,BS40F,4.0,118,PIST,1066,L,9.1,11.9881781,,,,,,,,
8/16/19,BS40F,5.5,27,PIST,1079,L,10,15.28129512,,,,,,,,
8/16/19,BS40F,16.0,147,PIST,1061,L,10.2,16.08024662,,,,,,,,
8/16/19,BS40F,11.0,174,PIST,1052,L,10.5,17.32570136,,,,,,,,
8/16/19,BS40F,16.5,130,PIST,1062,L,12.5,27.13676549,,,,,,,,
8/16/19,BS40F,8.0,225,PIST,1040,L,13.9,35.66225093,,,,,,,,
8/16/19,BS40F,10.0,6,PIST,1082,L,14,36.32625798,,,,,,,,
8/16/19,BS40F,9.5,155,PIST,1060,L,14.7,41.18616206,,,,,,,,
8/16/19,BS40F,13.5,160,PIST,1057,L,15.6,47.9917202,,,,,,,,
8/16/19,BS40F,13.0,101,PIST,1069,L,17.1,60.78209335,,,,,,,,
8/16/19,BS40F,12.0,280,PIST,1031,L,20,90.96217933,,,,,,,,
8/16/19,BS40F,2.0,64,PIST,1073,L,20.4,95.71795226,,,,,,,,
8/16/19,BS40F,7.5,248,PIST,1036,L,34.9,381.1723585,,,,,,,,
8/16/19,BS40F,14.0,222,PIST,1045,L,43.2,660.0511401,,,,,,,,
8/16/19,BS40F,2.0,79,PIST,1072,L,45.4,750.0555007,,,,,,,,
8/16/19,BS40F,15.5,205,PIST,1049,L,66,1964.520121,,,,,,,,
8/16/19,BS40F,17.5,102,POGR,1068,D,30.5,262.3190579,6,,,,,,,
8/16/19,BS40F,13.5,334,POGR,1021,L,23.5,231.1,,,,,,,,
8/16/19,BS40F,15.0,237,POGR,1039,L,29.1,381.9,,,,,,,,
8/16/19,BS40F,15.5,274,POGR,1033,L,29.6,397.5,,,,,,,,
8/16/19,BS40F,11.0,277,POGR,1032,L,34.4,565.8,,,,,,,,
8/16/19,BS40F,16.0,303,POGR,1028,L,34.7,577.5,,,,,,,,
8/16/19,BS40F,14.0,263,POGR,1037,L,35.7,617.4,,,,,,,,
8/16/19,BS40F,16.5,294,POGR,1029,L,42,904.5,,,,,,,,
8/16/19,BS40F,16.5,232,POGR,1042,L,44.5,1036.1,,,,,,,,
8/16/19,BS40F,9.0,317,POGR,1024,L,51.4,1453.8,,,,,,,,
8/16/19,BS40F,14.0,187,QURU,1051,L,16.7,97.9,,,,,,,,
8/16/19,BS40X,14.0,68,ACRU,2933,L,11.3,26.3,,,,,,,,
8/16/19,BS40X,6.5,59,PIRE,2941,D,10.4,35.5830879,7,snapped in half @ 7m,,,,,,
8/16/19,BS40X,12.0,158,PIRE,2982,L,8.3,11.0,,,,,,,,
8/16/19,BS40X,9.5,54,PIRE,2946,L,9,13.5,,,,,,,,
8/16/19,BS40X,7.0,232,PIRE,2979,L,11,22.5,,,,,,,,
8/16/19,BS40X,10.0,228,PIRE,2961,L,12,28.0,,,,,,,,
8/16/19,BS40X,12.5,98,PIRE,2936,L,12.6,31.6,,,,,,,,
8/16/19,BS40X,16.5,246,PIRE,2986,L,12.6,31.6,,,,,,,,
8/16/19,BS40X,8.5,234,PIRE,2973,L,13,34.2,,,,,,,,
8/16/19,BS40X,11.5,286,PIRE,2950,L,13.4,37.0,,,,,,,,
8/16/19,BS40X,15.0,230,PIRE,2992,L,13.9,40.6,,,,,,,,
8/16/19,BS40X,8.0,218,PIRE,3904,L,14.2,42.8,,,,,,,,
8/16/19,BS40X,13.0,96,PIRE,2983,L,14.4,44.3,,,,,,,,
8/16/19,BS40X,17.5,208,PIRE,2976,L,15,49.2,,,,,,,,
8/16/19,BS40X,15.5,146,PIRE,2958,L,16.3,60.6,,,,,,,,
8/16/19,BS40X,11.5,257,PIRE,2951,L,16.6,63.5,,,,,,,,
8/16/19,BS40X,15.5,3,PIRE,2955,L,19,89.3,,,,,,,,
8/16/19,BS40X,13.5,351,PIRE,2956,L,20.1,102.9,,,,,,,,
8/16/19,BS40X,15.0,5,PIRE,2954,L,20.9,113.6,,,,,,,,
8/16/19,BS40X,11.0,225,PIRE,2927,L,21.5,122.0,,,,,,,,
8/16/19,BS40X,18.0,206,PIRE,2990,L,25.3,184.1,,,,,,,,
8/16/19,BS40X,14.0,140,PIRE,2987,L,25.4,185.9,,lost tag,,,,,,
8/16/19,BS40X,18.0,270,PIRE,2972,L,27.2,221.0,,,,,,,,
8/16/19,BS40X,3.0,343,PIRE,2959,L,28.3,244.3,,,,,,,,
8/16/19,BS40X,16.5,250,PIRE,2993,L,29,259.8,,,,,,,,
8/16/19,BS40X,7.5,316,PIRE,2977,L,31,307.5,,,,,,,,
8/16/19,BS40X,16.5,188,PIRE,2909,L,31.9,330.6,,,,,,,,
8/16/19,BS40X,16.5,240,PIRE,2964,L,33,360.1,,,,,,,,
8/16/19,BS40X,8.5,250,PIRE,2929,L,33.5,374.1,,,,,,,,
8/16/19,BS40X,14.0,320,PIRE,2985,L,33.5,374.1,,,,,,,,
8/16/19,BS40X,14.5,235,PIRE,2971,L,35.3,426.9,,,,,,,,
8/16/19,BS40X,16.5,355,PIRE,2984,L,36,448.6,,,,,,,,
8/16/19,BS40X,13.0,250,PIRE,2928,L,37,480.8,,,,,,,,
8/16/19,BS40X,13.5,190,PIRE,2901,L,37.5,497.4,,,,,,,,
8/16/19,BS40X,2.5,340,PIRE,2974,L,39,549.2,,,,,,,,
8/16/19,BS40X,17.0,172,PIRE,2902,L,42.3,674.2,,,,,,,,
8/16/19,BS40X,14.0,27,PIRE,2943,L,42.4,678.2,,,,,,,,
8/16/19,BS40X,2.5,193,PIRE,2991,L,43.7,732.0,,,,,,,,
8/16/19,BS40X,18.0,90,PIRE,2935,L,47,879.8,,,,,,,,
8/16/19,BS40X,2.0,200,PIRE,2960,L,47,879.8,,,,,,,,
8/16/19,BS40X,17.0,341,PIRE,2921,L,47.5,903.6,,,,,,,,
8/16/19,BS40X,11.5,223,PIRE,2925,L,49,977.4,,,,,,,,
8/16/19,BS40X,8.5,56,PIRE,2949,L,50.4,1049.5,,,,,,,,
8/16/19,BS40X,12.5,103,PIRE,2938,L,55.5,1338.8,,,,,,,,
8/16/19,BS40X,18.0,78,PIRE,2948,L,56.3,1388.1,,,,,,,,
8/16/19,BS40X,2.5,216,PIST,2975,L,9.1,11.9881781,,,,,,,,
8/16/19,BS40X,12.5,234,PIST,2970,L,9.4,13.03180865,,,,,,,,
8/16/19,BS40X,1.5,278,PIST,2969,L,9.6,13.75736251,,,,,,,,
8/16/19,BS40X,17.5,75,PIST,4351,L,12.6,27.698979,,,,,,,,
8/16/19,BS40X,12.0,40,PIST,2931,L,18.1,70.35516332,,,,,,,,
8/16/19,BS40X,17.5,359,PIST,2997,L,19.1,80.79779962,,,,,,,,
8/16/19,BS40X,6.5,340,PIST,2994,L,50.5,986.4623735,,,,,,,,
8/16/19,BS40X,13.0,21,POGR,2940,L,23.1,222.0,,,,,,,,
8/16/19,BS40X,14.0,48,POGR,2944,L,25.3,274.9,,,,,,,,
8/16/19,BS40X,4.0,112,POGR,2942,L,29.6,397.5,,,,,,,,
8/16/19,BS40X,11.5,130,POGR,2996,L,30.8,436.4,,,,,,,,
8/16/19,BS40X,13.5,148,POGR,2989,L,31,443.1,,,,,,,,
8/16/19,BS40X,15.0,312,POGR,2952,L,32.1,480.9,,,,,,,,
8/16/19,BS40X,13.0,2,POGR,2995,L,32.2,484.4,,,,,,,,
8/16/19,BS40X,10.5,32,POGR,2945,L,32.5,495.1,,,,,,,,
8/16/19,BS40X,11.5,202,POGR,2963,L,37.3,684.3,,,,,,,,
8/16/19,BS40X,9.5,340,QURU,2981,L,38.5,993.1,,,,,,,,
8/16/19,BS40X,6.5,118,QURU,2934,L,40.8,1166.5,,,,,,,,
7/10/19,BS42A,15.0,30,ACRU,754,L,9.2,14.8,,NEW TREE,,,,,,
7/10/19,BS42A,6.0,35,ACRU,375,L,15.3,60.9,,,,,,,,
7/10/19,BS42A,11.5,230,BEPA,3156,L,19.1,130.3274552,,,,,,,,
7/10/19,BS42A,12.0,230,BEPA,3157,L,26.8,340.8888022,,,,,,,,
7/10/19,BS42A,4.5,75,PIRE,294,D,14.5,19.76263798,2,,,,,,,
7/10/19,BS42A,17,240,PIRE,3164,D,8.7,24.90092385,7,,,,,,,
7/10/19,BS42A,10.0,160,PIRE,2716,D,8.8,12.8,full tree,,,,,,,
7/10/19,BS42A,15.0,270,PIRE,913,L,6.3,5.5,,,,,,,,
7/10/19,BS42A,17.5,160,PIRE,964,L,10.3,19.0,,,,,,,,
7/10/19,BS42A,9.0,115,PIRE,2704,L,10.6,20.5,,,,,,,,
7/10/19,BS42A,8.5,165,PIRE,2750,L,11.4,24.6,,,,,,,,
7/10/19,BS42A,14.5,30,PIRE,739,L,11.5,25.1,,,,,,,,
7/10/19,BS42A,6.0,345,PIRE,338,L,14.4,44.3,,,,,,,,
7/10/19,BS42A,4.0,0,PIRE,362,L,15.4,52.5,,,,,,,,
7/10/19,BS42A,14.5,0,PIRE,756,L,15.5,53.4,,,,,,,,
7/10/19,BS42A,12.0,320,PIRE,865,L,16.9,66.4,,,,,,,,
7/10/19,BS42A,16.0,340,PIRE,740,L,17.0,67.4,,,,,,,,
7/10/19,BS42A,15.0,170,PIRE,915,L,17.7,74.7,,,,,,,,
7/10/19,BS42A,17.0,220,PIRE,818,L,26.6,208.9,,,,,,,,
7/10/19,BS42A,16.0,334,PIRE,4355,L,26.8,212.9,,,,,,,,
7/10/19,BS42A,7.5,210,PIRE,3158,L,27.4,225.1,,,,,,,,
7/10/19,BS42A,15.5,60,PIRE,296,L,28.1,240.0,,,,,,,,
7/10/19,BS42A,17.0,100,PIRE,2701,L,28.1,240.0,,,,,,,,
7/10/19,BS42A,11.0,210,PIRE,3160,L,28.9,257.6,,,,,,,,
7/10/19,BS42A,17.0,265,PIRE,868,L,29.2,264.4,,,,,,,,
7/10/19,BS42A,13.0,20,PIRE,755,L,30.3,290.3,,,,,,,,
7/10/19,BS42A,13.0,340,PIRE,753,L,30.5,295.1,,,,,,,,
7/10/19,BS42A,9.0,325,PIRE,898,L,31.2,312.6,,,,,,,,
7/10/19,BS42A,10.0,210,PIRE,3159,L,31.3,315.1,,,,,,,,
7/10/19,BS42A,15.0,180,PIRE,3163,L,32.6,349.2,,,,,,,,
7/10/19,BS42A,16.0,140,PIRE,2707,L,32.9,357.4,,,,,,,,
7/10/19,BS42A,14.5,30,PIRE,230,L,33.0,360.1,,,,,,,,
7/10/19,BS42A,15.5,210,PIRE,961,L,34.7,408.8,,,,,,,,
7/10/19,BS42A,11.0,100,PIRE,2709,L,35.0,417.8,,,,,,,,
7/10/19,BS42A,15.5,290,PIRE,897,L,36.2,455.0,,,,,,,,
7/10/19,BS42A,13.0,90,PIRE,305,L,36.4,461.3,,,,,,,,
7/10/19,BS42A,18.0,210,PIRE,980,L,37.1,484.1,,,,,,,,
7/10/19,BS42A,11.0,25,PIRE,281,L,37.2,487.4,,,,,,,,
7/10/19,BS42A,14.0,180,PIRE,962,L,37.6,500.7,,,,,,,,
7/10/19,BS42A,12.0,170,PIRE,3162,L,38.3,524.6,,,,,,,,
7/10/19,BS42A,9.0,290,PIRE,867,L,38.8,542.1,,,,,,,,
