Sort,Plot,Origin year,Common Name,Species code,old tag,LTREB tag,Measure Year,Stand Year,dbh (inches),dbh (cm),AGB (kg),ht
25678,50YR#3,,13,POGR,,,1979,,3,7.6,16.4,
25679,50YR#3,,23,QURU,,,1979,,3,7.6,11.1,
25680,50YR#3,,1,ACRU,,,1979,,4,10.2,19.5,
25681,50YR#3,,6,BEPA,,,1979,,4,10.2,21.7,
25682,50YR#3,,6,BEPA,,,1979,,4,10.2,21.7,
25683,50YR#3,,6,BEPA,,,1979,,4,10.2,21.7,
25684,50YR#3,,13,POGR,,,1979,,4,10.2,32.2,
25685,50YR#3,,13,POGR,,,1979,,4,10.2,32.2,
25686,50YR#3,,1,ACRU,,,1979,,5,12.7,36.3,
25687,50YR#3,,13,POGR,,,1979,,5,12.7,54.4,
25688,50YR#3,,13,POGR,,,1979,,5,12.7,54.4,
25689,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25690,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25691,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25692,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25693,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25694,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25695,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25696,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25697,50YR#3,,13,POGR,,,1979,,6,15.2,83.5,
25698,50YR#3,,23,QURU,,,1979,,6,15.2,76,
25699,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25700,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25701,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25702,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25703,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25704,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25705,50YR#3,,13,POGR,,,1979,,7,17.8,120,
25706,50YR#3,,23,QURU,,,1979,,7,17.8,116.5,
25707,50YR#3,,13,POGR,,,1979,,8,20.3,164.2,
25708,50YR#3,,13,POGR,,,1979,,8,20.3,164.2,
25709,50YR#3,,13,POGR,,,1979,,8,20.3,164.2,
25710,50YR#3,,24,PIRE,,,1979,,11,27.9,236.5,
25711,50YR#3,,26,PIST,,,1979,,11,27.9,215,
25712,50YR#3,,24,PIRE,,,1979,,12,30.5,294.7,
25713,50YR#3,,24,PIRE,,,1979,,13,33,360.7,
25714,50YR#3,,24,PIRE,,,1979,,14,35.6,434.9,
25715,50YR#3,,26,PIST,,,1979,,15,38.1,477.7,
25716,50YR#3,,1,ACRU,,,1991,,0.1,0.2,0,
25717,50YR#3,,1,ACRU,,,1991,,0.1,0.2,0,
25718,50YR#3,,1,ACRU,,,1991,,0.1,0.2,0,
25719,50YR#3,,5,ACPE,,,1991,,0.1,0.2,0,
25720,50YR#3,,11,FAGR,,,1991,,0.1,0.2,0,
25721,50YR#3,,26,PIST,,,1991,,0.1,0.2,0,
25722,50YR#3,,26,PIST,,,1991,,0.1,0.2,0,
25723,50YR#3,,41,UNKOWN,,,1991,,0.1,0.2,0,
25724,50YR#3,,1,ACRU,,,1991,,0.1,0.3,0,
25725,50YR#3,,1,ACRU,,,1991,,0.1,0.3,0,
25726,50YR#3,,1,ACRU,,,1991,,0.1,0.3,0,
25727,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25728,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25729,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25730,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25731,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25732,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25733,50YR#3,,5,ACPE,,,1991,,0.1,0.3,0,
25734,50YR#3,,7,AMSP,,,1991,,0.1,0.3,0,
25735,50YR#3,,26,PIST,,,1991,,0.1,0.3,0,
25736,50YR#3,,26,PIST,,,1991,,0.1,0.3,0,
25737,50YR#3,,41,UNKOWN,,,1991,,0.1,0.3,0,
25738,50YR#3,,41,UNKOWN,,,1991,,0.1,0.3,0,
25739,50YR#3,,41,UNKOWN,,,1991,,0.1,0.3,0,
25740,50YR#3,,1,ACRU,,,1991,,0.2,0.4,0,
25741,50YR#3,,1,ACRU,,,1991,,0.2,0.4,0,
25742,50YR#3,,1,ACRU,,,1991,,0.2,0.4,0,
25743,50YR#3,,1,ACRU,,,1991,,0.2,0.4,0,
25744,50YR#3,,1,ACRU,,,1991,,0.2,0.4,0,
25745,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25746,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25747,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25748,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25749,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25750,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25751,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25752,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25753,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25754,50YR#3,,5,ACPE,,,1991,,0.2,0.4,0,
25755,50YR#3,,7,AMSP,,,1991,,0.2,0.4,0,
25756,50YR#3,,26,PIST,,,1991,,0.2,0.4,0,
25757,50YR#3,,26,PIST,,,1991,,0.2,0.4,0,
25758,50YR#3,,26,PIST,,,1991,,0.2,0.4,0,
25759,50YR#3,,41,UNKOWN,,,1991,,0.2,0.4,0,
25760,50YR#3,,7,AMSP,,,1991,,0.2,0.4,0,
25761,50YR#3,,7,AMSP,,,1991,,0.2,0.4,0,
25762,50YR#3,,30,VISP,,,1991,,0.2,0.4,0,
25763,50YR#3,,1,ACRU,,,1991,,0.2,0.5,0,
25764,50YR#3,,5,ACPE,,,1991,,0.2,0.5,0,
25765,50YR#3,,5,ACPE,,,1991,,0.2,0.5,0,
25766,50YR#3,,5,ACPE,,,1991,,0.2,0.5,0,
25767,50YR#3,,33,FRAM,,,1991,,0.2,0.5,0,
25768,50YR#3,,41,UNKOWN,,,1991,,0.2,0.5,0,
25769,50YR#3,,7,AMSP,,,1991,,0.2,0.5,0,
25770,50YR#3,,30,VISP,,,1991,,0.2,0.5,0,
25771,50YR#3,,30,VISP,,,1991,,0.2,0.5,0,
25772,50YR#3,,30,VISP,,,1991,,0.2,0.5,0,
25773,50YR#3,,30,VISP,,,1991,,0.2,0.5,0,
25774,50YR#3,,1,ACRU,,,1991,,0.2,0.6,0,
25775,50YR#3,,5,ACPE,,,1991,,0.2,0.6,0.1,
25776,50YR#3,,7,AMSP,,,1991,,0.2,0.6,0,
25777,50YR#3,,7,AMSP,,,1991,,0.2,0.6,0,
25778,50YR#3,,7,AMSP,,,1991,,0.2,0.6,0,
25779,50YR#3,,10,CRRO,,,1991,,0.2,0.6,0,
25780,50YR#3,,30,VISP,,,1991,,0.2,0.6,0.1,
25781,50YR#3,,1,ACRU,,,1991,,0.2,0.6,0,
25782,50YR#3,,1,ACRU,,,1991,,0.2,0.6,0,
25783,50YR#3,,1,ACRU,,,1991,,0.2,0.6,0,
25784,50YR#3,,1,ACRU,,,1991,,0.2,0.6,0,
25785,50YR#3,,5,ACPE,,,1991,,0.2,0.6,0.1,
25786,50YR#3,,5,ACPE,,,1991,,0.2,0.6,0.1,
25787,50YR#3,,5,ACPE,,,1991,,0.2,0.6,0.1,
25788,50YR#3,,5,ACPE,,,1991,,0.2,0.6,0.1,
25789,50YR#3,,7,AMSP,,,1991,,0.2,0.6,0,
25790,50YR#3,,11,FAGR,,,1991,,0.2,0.6,0.1,
25791,50YR#3,,26,PIST,,,1991,,0.2,0.6,0,
25792,50YR#3,,26,PIST,,,1991,,0.2,0.6,0,
25793,50YR#3,,30,VISP,,,1991,,0.2,0.6,0.1,
25794,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25795,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25796,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25797,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25798,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25799,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25800,50YR#3,,7,AMSP,,,1991,,0.3,0.7,0.1,
25801,50YR#3,,30,VISP,,,1991,,0.3,0.7,0.1,
25802,50YR#3,,30,VISP,,,1991,,0.3,0.7,0.1,
25803,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25804,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25805,50YR#3,,1,ACRU,,,1991,,0.3,0.7,0,
25806,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25807,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25808,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25809,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25810,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25811,50YR#3,,5,ACPE,,,1991,,0.3,0.7,0.1,
25812,50YR#3,,26,PIST,,,1991,,0.3,0.7,0,
25813,50YR#3,,1,ACRU,,,1991,,0.3,0.8,0,
25814,50YR#3,,1,ACRU,,,1991,,0.3,0.8,0,
25815,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25816,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25817,50YR#3,,7,AMSP,,,1991,,0.3,0.8,0.1,
25818,50YR#3,,30,VISP,,,1991,,0.3,0.8,0.1,
25819,50YR#3,,1,ACRU,,,1991,,0.3,0.8,0,
25820,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25821,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25822,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25823,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25824,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25825,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25826,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25827,50YR#3,,5,ACPE,,,1991,,0.3,0.8,0.1,
25828,50YR#3,,26,PIST,,,1991,,0.3,0.8,0,
25829,50YR#3,,26,PIST,,,1991,,0.3,0.8,0,
25830,50YR#3,,7,AMSP,,,1991,,0.4,0.9,0.1,
25831,50YR#3,,1,ACRU,,,1991,,0.4,0.9,0,
25832,50YR#3,,5,ACPE,,,1991,,0.4,0.9,0.1,
25833,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25834,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25835,50YR#3,,7,AMSP,,,1991,,0.4,1,0.2,
25836,50YR#3,,7,AMSP,,,1991,,0.4,1,0.2,
25837,50YR#3,,23,QURU,,,1991,,0.4,1,0,
25838,50YR#3,,26,PIST,,,1991,,0.4,1,0,
25839,50YR#3,,30,VISP,,,1991,,0.4,1,0.2,
25840,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25841,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25842,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25843,50YR#3,,1,ACRU,,,1991,,0.4,1,0,
25844,50YR#3,,5,ACPE,,,1991,,0.4,1,0.2,
25845,50YR#3,,6,BEPA,,,1991,,0.4,1,0,
25846,50YR#3,,26,PIST,,,1991,,0.4,1,0,
25847,50YR#3,,26,PIST,,,1991,,0.4,1,0,
25848,50YR#3,,1,ACRU,,,1991,,0.4,1.1,0,
25849,50YR#3,,1,ACRU,,,1991,,0.4,1.1,0,
25850,50YR#3,,1,ACRU,,,1991,,0.4,1.1,0,
25851,50YR#3,,5,ACPE,,,1991,,0.4,1.1,0.2,
25852,50YR#3,,5,ACPE,,,1991,,0.4,1.1,0.2,
25853,50YR#3,,5,ACPE,,,1991,,0.4,1.1,0.2,
25854,50YR#3,,26,PIST,,,1991,,0.4,1.1,0.1,
25855,50YR#3,,7,AMSP,,,1991,,0.4,1.1,0.2,
25856,50YR#3,,7,AMSP,,,1991,,0.4,1.1,0.2,
25857,50YR#3,,7,AMSP,,,1991,,0.4,1.1,0.2,
25858,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25859,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25860,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25861,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25862,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25863,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25864,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25865,50YR#3,,1,ACRU,,,1991,,0.5,1.2,0.1,
25866,50YR#3,,7,AMSP,,,1991,,0.5,1.2,0.3,
25867,50YR#3,,7,AMSP,,,1991,,0.5,1.2,0.3,
25868,50YR#3,,1,ACRU,,,1991,,0.5,1.3,0.1,
25869,50YR#3,,1,ACRU,,,1991,,0.5,1.3,0.1,
25870,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25871,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25872,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25873,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25874,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25875,50YR#3,,33,FRAM,,,1991,,0.5,1.3,0,
25876,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25877,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25878,50YR#3,,5,ACPE,,,1991,,0.5,1.3,0.3,
25879,50YR#3,,5,ACPE,,,1991,,0.5,1.4,0.4,
25880,50YR#3,,5,ACPE,,,1991,,0.5,1.4,0.4,
25881,50YR#3,,26,PIST,,,1991,,0.5,1.4,0.1,
25882,50YR#3,,1,ACRU,,,1991,,0.6,1.4,0.1,
25883,50YR#3,,7,AMSP,,,1991,,0.6,1.4,0.4,
25884,50YR#3,,1,ACRU,,,1991,,0.6,1.5,0.1,
25885,50YR#3,,1,ACRU,,,1991,,0.6,1.5,0.1,
25886,50YR#3,,24,PIRE,,,1991,,0.6,1.6,0.2,
25887,50YR#3,,26,PIST,,,1991,,0.6,1.6,0.1,
25888,50YR#3,,26,PIST,,,1991,,0.6,1.6,0.1,
25889,50YR#3,,26,PIST,,,1991,,0.6,1.6,0.1,
25890,50YR#3,,1,ACRU,,,1991,,0.6,1.6,0.1,
25891,50YR#3,,1,ACRU,,,1991,,0.6,1.6,0.1,
25892,50YR#3,,7,AMSP,,,1991,,0.6,1.6,0.5,
25893,50YR#3,,7,AMSP,,,1991,,0.7,1.7,0.6,
25894,50YR#3,,1,ACRU,,,1991,,0.7,1.8,0.2,
25895,50YR#3,,1,ACRU,,,1991,,0.7,1.8,0.2,
25896,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25897,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25898,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25899,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25900,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25901,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25902,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25903,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25904,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25905,50YR#3,,5,ACPE,,,1991,,0.7,1.8,0.6,
25906,50YR#3,,26,PIST,,,1991,,0.7,1.8,0.2,
25907,50YR#3,,1,ACRU,,,1991,,0.7,1.9,0.2,
25908,50YR#3,,1,ACRU,,,1991,,0.7,1.9,0.2,
25909,50YR#3,,1,ACRU,,,1991,,0.8,2,0.2,
25910,50YR#3,,5,ACPE,,,1991,,0.8,2,0.8,
25911,50YR#3,,5,ACPE,,,1991,,0.8,2,0.8,
25912,50YR#3,,26,PIST,,,1991,,0.8,2,0.2,
25913,50YR#3,,26,PIST,,,1991,,0.8,2,0.2,
25914,50YR#3,,26,PIST,,,1991,,0.8,2,0.2,
25915,50YR#3,,5,ACPE,,,1991,,0.8,2,0.8,
25916,50YR#3,,5,ACPE,,,1991,,0.8,2,0.8,
25917,50YR#3,,5,ACPE,,,1991,,0.8,2,0.8,
25918,50YR#3,,1,ACRU,,,1991,,0.8,2.1,0.2,
25919,50YR#3,,24,PIRE,,,1991,,0.9,2.2,0.4,
25920,50YR#3,,7,AMSP,,,1991,,0.9,2.2,1.1,
25921,50YR#3,,7,AMSP,,,1991,,0.9,2.2,1.1,
25922,50YR#3,,7,AMSP,,,1991,,0.9,2.2,1.1,
25923,50YR#3,,26,PIST,,,1991,,0.9,2.2,0.3,
25924,50YR#3,,5,ACPE,,,1991,,0.9,2.3,1,
25925,50YR#3,,5,ACPE,,,1991,,0.9,2.3,1,
25926,50YR#3,,5,ACPE,,,1991,,0.9,2.3,1,
25927,50YR#3,,5,ACPE,,,1991,,0.9,2.3,1,
25928,50YR#3,,7,AMSP,,,1991,,0.9,2.3,1.3,
25929,50YR#3,,7,AMSP,,,1991,,0.9,2.3,1.3,
25930,50YR#3,,1,ACRU,,,1991,,0.9,2.4,0.3,
25931,50YR#3,,26,PIST,,,1991,,0.9,2.4,0.4,
25932,50YR#3,,26,PIST,,,1991,,0.9,2.4,0.4,
25933,50YR#3,,26,PIST,,,1991,,0.9,2.4,0.4,
25934,50YR#3,,1,ACRU,,,1991,,1,2.5,0.4,
25935,50YR#3,,5,ACPE,,,1991,,1,2.6,1.4,
25936,50YR#3,,5,ACPE,,,1991,,1,2.6,1.4,
25937,50YR#3,,5,ACPE,,,1991,,1,2.6,1.4,
25938,50YR#3,,26,PIST,,,1991,,1,2.6,0.5,
25939,50YR#3,,5,ACPE,,,1991,,1,2.6,1.4,
25940,50YR#3,,5,ACPE,,,1991,,1,2.6,1.4,
25941,50YR#3,,26,PIST,,,1991,,1,2.6,0.5,
25942,50YR#3,,5,ACPE,,,1991,,1.1,2.7,1.5,
25943,50YR#3,,7,AMSP,,,1991,,1.1,2.7,1.9,
25944,50YR#3,,5,ACPE,,,1991,,1.1,2.7,1.5,
25945,50YR#3,,1,ACRU,,,1991,,1.1,2.8,0.5,
25946,50YR#3,,5,ACPE,,,1991,,1.1,2.8,1.6,
25947,50YR#3,,7,AMSP,,,1991,,1.1,2.8,2.1,
25948,50YR#3,,26,PIST,,,1991,,1.1,2.8,0.6,
25949,50YR#3,,26,PIST,,,1991,,1.1,2.8,0.6,
25950,50YR#3,,5,ACPE,,,1991,,1.1,2.8,1.6,
25951,50YR#3,,26,PIST,,,1991,,1.1,2.8,0.6,
25952,50YR#3,,1,ACRU,,,1991,,1.2,3,0.6,
25953,50YR#3,,5,ACPE,,,1991,,1.2,3,1.8,
25954,50YR#3,,7,AMSP,,,1991,,1.2,3,2.5,
25955,50YR#3,,26,PIST,,,1991,,1.2,3,0.7,
25956,50YR#3,,5,ACPE,,,1991,,1.2,3,1.8,
25957,50YR#3,,7,AMSP,,,1991,,1.2,3.1,2.7,
25958,50YR#3,,1,ACRU,,,1991,,1.3,3.2,0.8,
25959,50YR#3,,7,AMSP,,,1991,,1.3,3.2,2.9,
25960,50YR#3,,26,PIST,,,1991,,1.3,3.2,0.8,
25961,50YR#3,,5,ACPE,,,1991,,1.3,3.3,2.3,
25962,50YR#3,,1,ACRU,,,1991,,1.3,3.3,0.8,
25963,50YR#3,,5,ACPE,,,1991,,1.3,3.3,2.3,
25964,50YR#3,,26,PIST,,,1991,,1.3,3.4,0.9,
25965,50YR#3,,7,AMSP,,,1991,,1.3,3.4,3.4,
25966,50YR#3,,26,PIST,,,1991,,1.4,3.6,1.1,
25967,50YR#3,,1,ACRU,,,1991,,1.5,3.7,1.2,
25968,50YR#3,,1,ACRU,,,1991,,1.5,3.7,1.2,
25969,50YR#3,,7,AMSP,,,1991,,1.5,3.7,4.2,
25970,50YR#3,,26,PIST,,,1991,,1.5,3.7,1.2,
25971,50YR#3,,1,ACRU,,,1991,,1.5,3.8,1.2,
25972,50YR#3,,1,ACRU,,,1991,,1.5,3.8,1.2,
25973,50YR#3,,23,QURU,,,1991,,1.5,3.9,1.7,
25974,50YR#3,,26,PIST,,,1991,,1.6,4,1.4,
25975,50YR#3,,1,ACRU,,,1991,,1.6,4.1,1.5,
25976,50YR#3,,1,ACRU,,,1991,,1.7,4.4,1.9,
25977,50YR#3,,7,AMSP,,,1991,,1.7,4.4,6.4,
25978,50YR#3,,5,ACPE,,,1991,,1.8,4.6,4.7,
25979,50YR#3,,1,ACRU,,,1991,,1.8,4.6,2.1,
25980,50YR#3,,5,ACPE,,,1991,,1.8,4.6,4.7,
25981,50YR#3,,26,PIST,,,1991,,1.9,4.8,2.3,
25982,50YR#3,,26,PIST,,,1991,,1.9,4.8,2.3,
25983,50YR#3,,23,QURU,,,1991,,2,5.1,3.6,
25984,50YR#3,,24,PIRE,,,1991,,2.1,5.3,3.5,
25985,50YR#3,,6,BEPA,,,1991,,2.2,5.5,3.7,
25986,50YR#3,,1,ACRU,,,1991,,2.3,5.8,4,
25987,50YR#3,,1,ACRU,,,1991,,2.3,5.8,4,
25988,50YR#3,,6,BEPA,,,1991,,2.4,6,5,
25989,50YR#3,,1,ACRU,,,1991,,2.5,6.2,5.1,
25990,50YR#3,,23,QURU,,,1991,,2.5,6.5,7,
25991,50YR#3,,1,ACRU,,,1991,,2.7,6.8,6.3,
25992,50YR#3,,1,ACRU,,,1991,,2.9,7.2,7.6,
25993,50YR#3,,1,ACRU,,,1991,,3.1,7.8,9.5,
25994,50YR#3,,1,ACRU,,,1991,,3.1,8,9.9,
25995,50YR#3,,1,ACRU,,,1991,,3.2,8.2,10.9,
25996,50YR#3,,1,ACRU,,,1991,,3.3,8.3,11.3,
25997,50YR#3,,1,ACRU,,,1991,,3.4,8.5,12,
25998,50YR#3,,6,BEPA,,,1991,,3.4,8.6,13.7,
25999,50YR#3,,1,ACRU,,,1991,,3.6,9,14,
26000,50YR#3,,1,ACRU,,,1991,,3.8,9.5,16.3,
26001,50YR#3,,1,ACRU,,,1991,,3.8,9.7,17.3,
26002,50YR#3,,6,BEPA,,,1991,,4.1,10.5,23.9,
26003,50YR#3,,23,QURU,,,1991,,4.4,11.2,32.4,
26004,50YR#3,,6,BEPA,,,1991,,4.6,11.6,31.7,
26005,50YR#3,,6,BEPA,,,1991,,4.6,11.6,31.7,
26006,50YR#3,,1,ACRU,,,1991,,5.4,13.7,44.7,
26007,50YR#3,,23,QURU,,,1991,,5.7,14.5,65.9,
26008,50YR#3,,13,POGR,,,1991,,6,15.2,82.9,
26009,50YR#3,,1,ACRU,,,1991,,6.1,15.6,64,
26010,50YR#3,,13,POGR,,,1991,,6.1,15.6,87.8,
26011,50YR#3,,13,POGR,,,1991,,6.5,16.4,99,
26012,50YR#3,,13,POGR,,,1991,,6.7,17,107.5,
26013,50YR#3,,13,POGR,,,1991,,6.8,17.2,110.6,
26014,50YR#3,,13,POGR,,,1991,,6.8,17.4,113.7,
26015,50YR#3,,13,POGR,,,1991,,7,17.7,118,
26016,50YR#3,,13,POGR,,,1991,,7.3,18.5,132.4,
26017,50YR#3,,13,POGR,,,1991,,7.3,18.6,134.1,
26018,50YR#3,,13,POGR,,,1991,,7.5,19.1,142.8,
26019,50YR#3,,13,POGR,,,1991,,7.7,19.6,151.5,
26020,50YR#3,,23,QURU,,,1991,,8,20.2,167,
26021,50YR#3,,13,POGR,,,1991,,8.2,20.8,174,
26022,50YR#3,,13,POGR,,,1991,,8.3,21,178.1,
26023,50YR#3,,13,POGR,,,1991,,8.3,21.1,180.1,
26024,50YR#3,,13,POGR,,,1991,,8.4,21.3,184.2,
26025,50YR#3,,13,POGR,,,1991,,8.5,21.6,190.4,
26026,50YR#3,,13,POGR,,,1991,,8.8,22.2,202.7,
26027,50YR#3,,13,POGR,,,1991,,8.9,22.6,211.5,
26028,50YR#3,,13,POGR,,,1991,,9.1,23.1,222.3,
26029,50YR#3,,24,PIRE,,,1991,,11.5,29.1,261.7,
26030,50YR#3,,26,PIST,,,1991,,11.8,29.9,255.4,
26031,50YR#3,,24,PIRE,,,1991,,12.7,32.3,340,
26032,50YR#3,,24,PIRE,,,1991,,13.4,33.9,386.4,
26033,50YR#3,,24,PIRE,,,1991,,15.2,38.7,538,
26034,50YR#3,,26,PIST,,,1991,,15.6,39.7,531.1,
26035,50YR#3,,5,ACPE,,,2000,,0.1,0.3,0,
26036,50YR#3,,26,PIST,,,2000,,0.1,0.3,0,
26037,50YR#3,,26,PIST,,,2000,,0.1,0.3,0,
26038,50YR#3,,7,AMSP,,,2000,,0.1,0.3,0,
26039,50YR#3,,30,VISP,,,2000,,0.1,0.3,0,
26040,50YR#3,,7,AMSP,,,2000,,0.2,0.5,0,
26041,50YR#3,,7,AMSP,,,2000,,0.2,0.5,0,
26042,50YR#3,,10,CRRO,,,2000,,0.2,0.5,0,
26043,50YR#3,,30,VISP,,,2000,,0.2,0.5,0,
26044,50YR#3,,33,FRAM,,,2000,,0.2,0.5,0,
26045,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26046,50YR#3,,26,PIST,,,2000,,0.2,0.5,0,
26047,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26048,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26049,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26050,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26051,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26052,50YR#3,,5,ACPE,,,2000,,0.2,0.5,0,
26053,50YR#3,,1,ACRU,,,2000,,0.2,0.5,0,
26054,50YR#3,,1,ACRU,,,2000,,0.3,0.8,0,
26055,50YR#3,,5,ACPE,,,2000,,0.3,0.8,0.1,
26056,50YR#3,,26,PIST,,,2000,,0.3,0.8,0,
26057,50YR#3,,26,PIST,,,2000,,0.3,0.8,0,
26058,50YR#3,,5,ACPE,,,2000,,0.3,0.8,0.1,
26059,50YR#3,,30,VISP,,,2000,,0.3,0.8,0.1,
26060,50YR#3,,26,PIST,,,2000,,0.3,0.8,0,
26061,50YR#3,,5,ACPE,,,2000,,0.3,0.8,0.1,
26062,50YR#3,,5,ACPE,,,2000,,0.3,0.8,0.1,
26063,50YR#3,,7,AMSP,,,2000,,0.3,0.8,0.1,
26064,50YR#3,,1,ACRU,,,2000,,0.3,0.8,0,
26065,50YR#3,,26,PIST,,,2000,,0.3,0.8,0,
26066,50YR#3,,1,ACRU,,,2000,,0.3,0.8,0,
26067,50YR#3,,1,ACRU,,,2000,,0.4,1,0,
26068,50YR#3,,7,AMSP,,,2000,,0.4,1,0.2,
26069,50YR#3,,1,ACRU,,,2000,,0.4,1,0,
26070,50YR#3,,26,PIST,,,2000,,0.4,1,0,
26071,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26072,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26073,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26074,50YR#3,,26,PIST,,,2000,,0.4,1,0,
26075,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26076,50YR#3,,1,ACRU,,,2000,,0.4,1,0,
26077,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26078,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26079,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26080,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
26081,50YR#3,,5,ACPE,,,2000,,0.4,1,0.2,
