Sort,Plot,Origin year,Common Name,Species code,old tag,LTREB tag,Measure Year,Stand Year,dbh (inches),dbh (cm),AGB (kg),ht
11029,BS34B,,Acer saccharum,ACSA,100,,1939,,2.8,7.1,16.8,
11030,BS34B,,Acer saccharum,ACSA,104,,1939,,2.8,7.1,16.8,
11031,BS34B,,Acer saccharum,ACSA,130,,1939,,2.8,7.1,16.8,
11032,BS34B,,Acer saccharum,ACSA,145,,1939,,2.8,7.1,16.8,
11033,BS34B,,Acer saccharum,ACSA,151,,1939,,2.8,7.1,16.8,
11034,BS34B,,Acer saccharum,ACSA,279,,1939,,2.8,7.1,16.8,
11035,BS34B,,Acer saccharum,ACSA,421,,1939,,2.8,7.1,16.8,
11036,BS34B,,Acer saccharum,ACSA,443,,1939,,2.8,7.1,16.8,
11037,BS34B,,Acer saccharum,ACSA,465,,1939,,2.8,7.1,16.8,
11038,BS34B,,Acer saccharum,ACSA,481,,1939,,2.8,7.1,16.8,
11039,BS34B,,Acer saccharum,ACSA,502,,1939,,2.8,7.1,16.8,
11040,BS34B,,Acer saccharum,ACSA,33,,1944,,2.8,7.1,16.8,
11041,BS34B,,Acer saccharum,ACSA,35,,1944,,2.8,7.1,16.8,
11042,BS34B,,Acer saccharum,ACSA,133,,1944,,2.8,7.1,16.8,
11043,BS34B,,Acer saccharum,ACSA,405,,1944,,2.8,7.1,16.8,
11044,BS34B,,Acer saccharum,ACSA,434,,1944,,2.8,7.1,16.8,
11045,BS34B,,Acer saccharum,ACSA,453,,1944,,2.8,7.1,16.8,
11046,BS34B,,Acer saccharum,ACSA,33,,1949,,2.8,7.1,16.8,
11047,BS34B,,Acer saccharum,ACSA,35,,1949,,2.8,7.1,16.8,
11048,BS34B,,Acer saccharum,ACSA,44,,1949,,2.8,7.1,16.8,
11049,BS34B,,Acer saccharum,ACSA,186,,1949,,2.8,7.1,16.8,
11050,BS34B,,Acer saccharum,ACSA,198,,1949,,2.8,7.1,16.8,
11051,BS34B,,Acer saccharum,ACSA,218,,1949,,2.8,7.1,16.8,
11052,BS34B,,Acer saccharum,ACSA,386,,1949,,2.8,7.1,16.8,
11053,BS34B,,Acer saccharum,ACSA,395,,1949,,2.8,7.1,16.8,
11054,BS34B,,Acer saccharum,ACSA,446,,1949,,2.8,7.1,16.8,
11055,BS34B,,Acer saccharum,ACSA,71,,1954,,2.8,7.1,16.8,
11056,BS34B,,Acer saccharum,ACSA,168,,1954,,2.8,7.1,16.8,
11057,BS34B,,Acer saccharum,ACSA,386,,1954,,2.8,7.1,16.8,
11058,BS34B,,Acer saccharum,ACSA,102,,1934,,2.9,7.4,18.2,
11059,BS34B,,Acer saccharum,ACSA,300,,1934,,2.9,7.4,18.2,
11060,BS34B,,Acer saccharum,ACSA,355,,1934,,2.9,7.4,18.2,
11061,BS34B,,Acer saccharum,ACSA,21,,1939,,2.9,7.4,18.2,
11062,BS34B,,Acer saccharum,ACSA,36,,1939,,2.9,7.4,18.2,
11063,BS34B,,Acer saccharum,ACSA,118,,1939,,2.9,7.4,18.2,
11064,BS34B,,Acer saccharum,ACSA,385,,1939,,2.9,7.4,18.2,
11065,BS34B,,Acer saccharum,ACSA,406,,1939,,2.9,7.4,18.2,
11066,BS34B,,Acer saccharum,ACSA,453,,1939,,2.9,7.4,18.2,
11067,BS34B,,Acer saccharum,ACSA,8,,1944,,2.9,7.4,18.2,
11068,BS34B,,Acer saccharum,ACSA,17,,1944,,2.9,7.4,18.2,
11069,BS34B,,Acer saccharum,ACSA,114,,1944,,2.9,7.4,18.2,
11070,BS34B,,Acer saccharum,ACSA,354,,1944,,2.9,7.4,18.2,
11071,BS34B,,Acer saccharum,ACSA,381,,1944,,2.9,7.4,18.2,
11072,BS34B,,Acer saccharum,ACSA,441,,1944,,2.9,7.4,18.2,
11073,BS34B,,Acer saccharum,ACSA,465,,1944,,2.9,7.4,18.2,
11074,BS34B,,Acer saccharum,ACSA,512,,1944,,2.9,7.4,18.2,
11075,BS34B,,Acer saccharum,ACSA,133,,1949,,2.9,7.4,18.2,
11076,BS34B,,Acer saccharum,ACSA,405,,1949,,2.9,7.4,18.2,
11077,BS34B,,Acer saccharum,ACSA,512,,1949,,2.9,7.4,18.2,
11078,BS34B,,Acer saccharum,ACSA,24,,1954,,2.9,7.4,18.2,
11079,BS34B,,Acer saccharum,ACSA,91,,1954,,2.9,7.4,18.2,
11080,BS34B,,Acer saccharum,ACSA,133,,1954,,2.9,7.4,18.2,
11081,BS34B,,Acer saccharum,ACSA,245,,1954,,2.9,7.4,18.2,
11082,BS34B,,Acer saccharum,ACSA,341,,1954,,2.9,7.4,18.2,
11083,BS34B,,Acer saccharum,ACSA,427,,1954,,2.9,7.4,18.2,
11084,BS34B,,Acer saccharum,ACSA,465,,1954,,2.9,7.4,18.2,
11085,BS34B,,Acer saccharum,ACSA,71,,1981,,2.9,7.4,18.2,
11086,BS34B,,Acer saccharum,ACSA,    82-A,,1981,,2.9,7.4,18.2,
11087,BS34B,,Acer saccharum,ACSA,   215-A,,1981,,2.9,7.4,18.2,
11088,BS34B,,Acer saccharum,ACSA,25,,1934,,3,7.6,19.8,
11089,BS34B,,Acer saccharum,ACSA,77,,1934,,3,7.6,19.8,
11090,BS34B,,Acer saccharum,ACSA,89,,1934,,3,7.6,19.8,
11091,BS34B,,Acer saccharum,ACSA,110,,1934,,3,7.6,19.8,
11092,BS34B,,Acer saccharum,ACSA,169,,1934,,3,7.6,19.8,
11093,BS34B,,Acer saccharum,ACSA,259,,1934,,3,7.6,19.8,
11094,BS34B,,Acer saccharum,ACSA,278,,1934,,3,7.6,19.8,
11095,BS34B,,Acer saccharum,ACSA,483,,1934,,3,7.6,19.8,
11096,BS34B,,Acer saccharum,ACSA,488,,1934,,3,7.6,19.8,
11097,BS34B,,Acer saccharum,ACSA,7,,1939,,3,7.6,19.8,
11098,BS34B,,Acer saccharum,ACSA,74,,1939,,3,7.6,19.8,
11099,BS34B,,Acer saccharum,ACSA,75,,1939,,3,7.6,19.8,
11100,BS34B,,Acer saccharum,ACSA,161,,1939,,3,7.6,19.8,
11101,BS34B,,Acer saccharum,ACSA,301,,1939,,3,7.6,19.8,
11102,BS34B,,Acer saccharum,ACSA,361,,1939,,3,7.6,19.8,
11103,BS34B,,Acer saccharum,ACSA,404,,1939,,3,7.6,19.8,
11104,BS34B,,Acer saccharum,ACSA,476,,1939,,3,7.6,19.8,
11105,BS34B,,Acer saccharum,ACSA,6,,1944,,3,7.6,19.8,
11106,BS34B,,Acer saccharum,ACSA,24,,1944,,3,7.6,19.8,
11107,BS34B,,Acer saccharum,ACSA,87,,1944,,3,7.6,19.8,
11108,BS34B,,Acer saccharum,ACSA,100,,1944,,3,7.6,19.8,
11109,BS34B,,Acer saccharum,ACSA,104,,1944,,3,7.6,19.8,
11110,BS34B,,Acer saccharum,ACSA,158,,1944,,3,7.6,19.8,
11111,BS34B,,Acer saccharum,ACSA,177,,1944,,3,7.6,19.8,
11112,BS34B,,Acer saccharum,ACSA,235,,1944,,3,7.6,19.8,
11113,BS34B,,Acer saccharum,ACSA,502,,1944,,3,7.6,19.8,
11114,BS34B,,Acer saccharum,ACSA,8,,1949,,3,7.6,19.8,
11115,BS34B,,Acer saccharum,ACSA,87,,1949,,3,7.6,19.8,
11116,BS34B,,Acer saccharum,ACSA,100,,1949,,3,7.6,19.8,
11117,BS34B,,Acer saccharum,ACSA,104,,1949,,3,7.6,19.8,
11118,BS34B,,Acer saccharum,ACSA,114,,1949,,3,7.6,19.8,
11119,BS34B,,Acer saccharum,ACSA,147,,1949,,3,7.6,19.8,
11120,BS34B,,Acer saccharum,ACSA,200,,1949,,3,7.6,19.8,
11121,BS34B,,Acer saccharum,ACSA,219,,1949,,3,7.6,19.8,
11122,BS34B,,Acer saccharum,ACSA,354,,1949,,3,7.6,19.8,
11123,BS34B,,Acer saccharum,ACSA,381,,1949,,3,7.6,19.8,
11124,BS34B,,Acer saccharum,ACSA,434,,1949,,3,7.6,19.8,
11125,BS34B,,Acer saccharum,ACSA,465,,1949,,3,7.6,19.8,
11126,BS34B,,Acer saccharum,ACSA,8,,1954,,3,7.6,19.8,
11127,BS34B,,Acer saccharum,ACSA,52,,1954,,3,7.6,19.8,
11128,BS34B,,Acer saccharum,ACSA,114,,1954,,3,7.6,19.8,
11129,BS34B,,Acer saccharum,ACSA,395,,1954,,3,7.6,19.8,
11130,BS34B,,Acer saccharum,ACSA,   412-A,,1981,,3,7.6,19.8,
11131,BS34B,,Acer saccharum,ACSA,10,,1934,,3.1,7.9,21.3,
11132,BS34B,,Acer saccharum,ACSA,34,,1934,,3.1,7.9,21.3,
11133,BS34B,,Acer saccharum,ACSA,97,,1934,,3.1,7.9,21.3,
11134,BS34B,,Acer saccharum,ACSA,107,,1934,,3.1,7.9,21.3,
11135,BS34B,,Acer saccharum,ACSA,109,,1934,,3.1,7.9,21.3,
11136,BS34B,,Acer saccharum,ACSA,356,,1934,,3.1,7.9,21.3,
11137,BS34B,,Acer saccharum,ACSA,457,,1934,,3.1,7.9,21.3,
11138,BS34B,,Acer saccharum,ACSA,462,,1934,,3.1,7.9,21.3,
11139,BS34B,,Acer saccharum,ACSA,484,,1934,,3.1,7.9,21.3,
11140,BS34B,,Acer saccharum,ACSA,491,,1934,,3.1,7.9,21.3,
11141,BS34B,,Acer saccharum,ACSA,38,,1939,,3.1,7.9,21.3,
11142,BS34B,,Acer saccharum,ACSA,102,,1939,,3.1,7.9,21.3,
11143,BS34B,,Acer saccharum,ACSA,194,,1939,,3.1,7.9,21.3,
11144,BS34B,,Acer saccharum,ACSA,355,,1939,,3.1,7.9,21.3,
11145,BS34B,,Acer saccharum,ACSA,383,,1939,,3.1,7.9,21.3,
11146,BS34B,,Acer saccharum,ACSA,501,,1939,,3.1,7.9,21.3,
11147,BS34B,,Acer saccharum,ACSA,504,,1939,,3.1,7.9,21.3,
11148,BS34B,,Acer saccharum,ACSA,41,,1944,,3.1,7.9,21.3,
11149,BS34B,,Acer saccharum,ACSA,151,,1944,,3.1,7.9,21.3,
11150,BS34B,,Acer saccharum,ACSA,232,,1944,,3.1,7.9,21.3,
11151,BS34B,,Acer saccharum,ACSA,234,,1944,,3.1,7.9,21.3,
11152,BS34B,,Acer saccharum,ACSA,443,,1944,,3.1,7.9,21.3,
11153,BS34B,,Acer saccharum,ACSA,6,,1949,,3.1,7.9,21.3,
11154,BS34B,,Acer saccharum,ACSA,17,,1949,,3.1,7.9,21.3,
11155,BS34B,,Acer saccharum,ACSA,87,,1954,,3.1,7.9,21.3,
11156,BS34B,,Acer saccharum,ACSA,354,,1954,,3.1,7.9,21.3,
11157,BS34B,,Acer saccharum,ACSA,434,,1954,,3.1,7.9,21.3,
11158,BS34B,,Acer saccharum,ACSA,17,,1959,,3.1,7.9,21.3,
11159,BS34B,,Acer saccharum,ACSA,341,,1981,,3.1,7.9,21.3,
11160,BS34B,,Acer saccharum,ACSA,   396-A,,1981,,3.1,7.9,21.3,
11161,BS34B,,Acer saccharum,ACSA,   396-B,,1981,,3.1,7.9,21.3,
11162,BS34B,,Acer saccharum,ACSA,20,,1934,,3.2,8.1,23,
11163,BS34B,,Acer saccharum,ACSA,40,,1934,,3.2,8.1,23,
11164,BS34B,,Acer saccharum,ACSA,108,,1934,,3.2,8.1,23,
11165,BS34B,,Acer saccharum,ACSA,437,,1934,,3.2,8.1,23,
11166,BS34B,,Acer saccharum,ACSA,464,,1934,,3.2,8.1,23,
11167,BS34B,,Acer saccharum,ACSA,470,,1934,,3.2,8.1,23,
11168,BS34B,,Acer saccharum,ACSA,493,,1934,,3.2,8.1,23,
11169,BS34B,,Acer saccharum,ACSA,513,,1934,,3.2,8.1,23,
11170,BS34B,,Acer saccharum,ACSA,25,,1939,,3.2,8.1,23,
11171,BS34B,,Acer saccharum,ACSA,89,,1939,,3.2,8.1,23,
11172,BS34B,,Acer saccharum,ACSA,169,,1939,,3.2,8.1,23,
11173,BS34B,,Acer saccharum,ACSA,300,,1939,,3.2,8.1,23,
11174,BS34B,,Acer saccharum,ACSA,457,,1939,,3.2,8.1,23,
11175,BS34B,,Acer saccharum,ACSA,462,,1939,,3.2,8.1,23,
11176,BS34B,,Acer saccharum,ACSA,488,,1939,,3.2,8.1,23,
11177,BS34B,,Acer saccharum,ACSA,9,,1944,,3.2,8.1,23,
11178,BS34B,,Acer saccharum,ACSA,98,,1944,,3.2,8.1,23,
11179,BS34B,,Acer saccharum,ACSA,118,,1944,,3.2,8.1,23,
11180,BS34B,,Acer saccharum,ACSA,161,,1944,,3.2,8.1,23,
11181,BS34B,,Acer saccharum,ACSA,355,,1944,,3.2,8.1,23,
11182,BS34B,,Acer saccharum,ACSA,361,,1944,,3.2,8.1,23,
11183,BS34B,,Acer saccharum,ACSA,385,,1944,,3.2,8.1,23,
11184,BS34B,,Acer saccharum,ACSA,476,,1944,,3.2,8.1,23,
11185,BS34B,,Acer saccharum,ACSA,504,,1944,,3.2,8.1,23,
11186,BS34B,,Acer saccharum,ACSA,13,,1949,,3.2,8.1,23,
11187,BS34B,,Acer saccharum,ACSA,24,,1949,,3.2,8.1,23,
11188,BS34B,,Acer saccharum,ACSA,98,,1949,,3.2,8.1,23,
11189,BS34B,,Acer saccharum,ACSA,361,,1949,,3.2,8.1,23,
11190,BS34B,,Acer saccharum,ACSA,502,,1949,,3.2,8.1,23,
11191,BS34B,,Acer saccharum,ACSA,6,,1954,,3.2,8.1,23,
11192,BS34B,,Acer saccharum,ACSA,21,,1954,,3.2,8.1,23,
11193,BS34B,,Acer saccharum,ACSA,41,,1954,,3.2,8.1,23,
11194,BS34B,,Acer saccharum,ACSA,181,,1954,,3.2,8.1,23,
11195,BS34B,,Acer saccharum,ACSA,198,,1954,,3.2,8.1,23,
11196,BS34B,,Acer saccharum,ACSA,218,,1954,,3.2,8.1,23,
11197,BS34B,,Acer saccharum,ACSA,446,,1954,,3.2,8.1,23,
11198,BS34B,,Acer saccharum,ACSA,462,,1954,,3.2,8.1,23,
11199,BS34B,,Acer saccharum,ACSA,512,,1954,,3.2,8.1,23,
11200,BS34B,,Acer saccharum,ACSA,6,,1959,,3.2,8.1,23,
11201,BS34B,,Acer saccharum,ACSA,168,,1981,,3.2,8.1,23,
11202,BS34B,,Acer saccharum,ACSA,381,,1981,,3.2,8.1,23,
11203,BS34B,,Acer saccharum,ACSA,465,,1981,,3.2,8.1,23,
11204,BS34B,,Acer saccharum,ACSA,492,,1934,,3.3,8.4,24.7,
11205,BS34B,,Acer saccharum,ACSA,34,,1939,,3.3,8.4,24.7,
11206,BS34B,,Acer saccharum,ACSA,77,,1939,,3.3,8.4,24.7,
11207,BS34B,,Acer saccharum,ACSA,107,,1939,,3.3,8.4,24.7,
11208,BS34B,,Acer saccharum,ACSA,110,,1939,,3.3,8.4,24.7,
11209,BS34B,,Acer saccharum,ACSA,432,,1939,,3.3,8.4,24.7,
11210,BS34B,,Acer saccharum,ACSA,439,,1939,,3.3,8.4,24.7,
11211,BS34B,,Acer saccharum,ACSA,484,,1939,,3.3,8.4,24.7,
11212,BS34B,,Acer saccharum,ACSA,14,,1944,,3.3,8.4,24.7,
11213,BS34B,,Acer saccharum,ACSA,21,,1944,,3.3,8.4,24.7,
11214,BS34B,,Acer saccharum,ACSA,36,,1944,,3.3,8.4,24.7,
11215,BS34B,,Acer saccharum,ACSA,145,,1944,,3.3,8.4,24.7,
11216,BS34B,,Acer saccharum,ACSA,227,,1944,,3.3,8.4,24.7,
11217,BS34B,,Acer saccharum,ACSA,383,,1944,,3.3,8.4,24.7,
11218,BS34B,,Acer saccharum,ACSA,400,,1944,,3.3,8.4,24.7,
11219,BS34B,,Acer saccharum,ACSA,406,,1944,,3.3,8.4,24.7,
11220,BS34B,,Acer saccharum,ACSA,421,,1944,,3.3,8.4,24.7,
11221,BS34B,,Acer saccharum,ACSA,462,,1944,,3.3,8.4,24.7,
11222,BS34B,,Acer saccharum,ACSA,41,,1949,,3.3,8.4,24.7,
11223,BS34B,,Acer saccharum,ACSA,151,,1949,,3.3,8.4,24.7,
11224,BS34B,,Acer saccharum,ACSA,161,,1949,,3.3,8.4,24.7,
11225,BS34B,,Acer saccharum,ACSA,235,,1949,,3.3,8.4,24.7,
11226,BS34B,,Acer saccharum,ACSA,458,,1949,,3.3,8.4,24.7,
11227,BS34B,,Acer saccharum,ACSA,504,,1949,,3.3,8.4,24.7,
11228,BS34B,,Acer saccharum,ACSA,147,,1954,,3.3,8.4,24.7,
11229,BS34B,,Acer saccharum,ACSA,200,,1954,,3.3,8.4,24.7,
11230,BS34B,,Acer saccharum,ACSA,361,,1954,,3.3,8.4,24.7,
11231,BS34B,,Acer saccharum,ACSA,383,,1954,,3.3,8.4,24.7,
11232,BS34B,,Acer saccharum,ACSA,24,,1981,,3.3,8.4,24.7,
11233,BS34B,,Acer saccharum,ACSA,91,,1981,,3.3,8.4,24.7,
11234,BS34B,,Acer saccharum,ACSA,133,,1981,,3.3,8.4,24.7,
11235,BS34B,,Acer saccharum,ACSA,147,,1981,,3.3,8.4,24.7,
11236,BS34B,,Acer saccharum,ACSA,2,,1934,,3.4,8.6,26.5,
11237,BS34B,,Acer saccharum,ACSA,116,,1934,,3.4,8.6,26.5,
11238,BS34B,,Acer saccharum,ACSA,485,,1934,,3.4,8.6,26.5,
11239,BS34B,,Acer saccharum,ACSA,495,,1934,,3.4,8.6,26.5,
11240,BS34B,,Acer saccharum,ACSA,10,,1939,,3.4,8.6,26.5,
11241,BS34B,,Acer saccharum,ACSA,40,,1939,,3.4,8.6,26.5,
11242,BS34B,,Acer saccharum,ACSA,109,,1939,,3.4,8.6,26.5,
11243,BS34B,,Acer saccharum,ACSA,356,,1939,,3.4,8.6,26.5,
11244,BS34B,,Acer saccharum,ACSA,470,,1939,,3.4,8.6,26.5,
11245,BS34B,,Acer saccharum,ACSA,483,,1939,,3.4,8.6,26.5,
11246,BS34B,,Acer saccharum,ACSA,491,,1939,,3.4,8.6,26.5,
11247,BS34B,,Acer saccharum,ACSA,74,,1944,,3.4,8.6,26.5,
11248,BS34B,,Acer saccharum,ACSA,279,,1944,,3.4,8.6,26.5,
11249,BS34B,,Acer saccharum,ACSA,457,,1944,,3.4,8.6,26.5,
11250,BS34B,,Acer saccharum,ACSA,488,,1944,,3.4,8.6,26.5,
11251,BS34B,,Acer saccharum,ACSA,21,,1949,,3.4,8.6,26.5,
11252,BS34B,,Acer saccharum,ACSA,158,,1949,,3.4,8.6,26.5,
11253,BS34B,,Acer saccharum,ACSA,355,,1949,,3.4,8.6,26.5,
11254,BS34B,,Acer saccharum,ACSA,457,,1949,,3.4,8.6,26.5,
11255,BS34B,,Acer saccharum,ACSA,462,,1949,,3.4,8.6,26.5,
11256,BS34B,,Acer saccharum,ACSA,488,,1949,,3.4,8.6,26.5,
11257,BS34B,,Acer saccharum,ACSA,104,,1954,,3.4,8.6,26.5,
11258,BS34B,,Acer saccharum,ACSA,151,,1954,,3.4,8.6,26.5,
11259,BS34B,,Acer saccharum,ACSA,186,,1954,,3.4,8.6,26.5,
11260,BS34B,,Acer saccharum,ACSA,355,,1954,,3.4,8.6,26.5,
11261,BS34B,,Acer saccharum,ACSA,381,,1954,,3.4,8.6,26.5,
11262,BS34B,,Acer saccharum,ACSA,488,,1954,,3.4,8.6,26.5,
11263,BS34B,,Acer saccharum,ACSA,502,,1954,,3.4,8.6,26.5,
11264,BS34B,,Acer saccharum,ACSA,484,,1959,,3.4,8.6,26.5,
11265,BS34B,,Acer saccharum,ACSA,3,,1934,,3.5,8.9,28.3,
11266,BS34B,,Acer saccharum,ACSA,51,,1934,,3.5,8.9,28.3,
11267,BS34B,,Acer saccharum,ACSA,53,,1934,,3.5,8.9,28.3,
11268,BS34B,,Acer saccharum,ACSA,66,,1934,,3.5,8.9,28.3,
11269,BS34B,,Acer saccharum,ACSA,461,,1934,,3.5,8.9,28.3,
11270,BS34B,,Acer saccharum,ACSA,480,,1934,,3.5,8.9,28.3,
11271,BS34B,,Acer saccharum,ACSA,20,,1939,,3.5,8.9,28.3,
11272,BS34B,,Acer saccharum,ACSA,97,,1939,,3.5,8.9,28.3,
11273,BS34B,,Acer saccharum,ACSA,108,,1939,,3.5,8.9,28.3,
11274,BS34B,,Acer saccharum,ACSA,259,,1939,,3.5,8.9,28.3,
11275,BS34B,,Acer saccharum,ACSA,278,,1939,,3.5,8.9,28.3,
11276,BS34B,,Acer saccharum,ACSA,513,,1939,,3.5,8.9,28.3,
11277,BS34B,,Acer saccharum,ACSA,7,,1944,,3.5,8.9,28.3,
11278,BS34B,,Acer saccharum,ACSA,69,,1944,,3.5,8.9,28.3,
11279,BS34B,,Acer saccharum,ACSA,75,,1944,,3.5,8.9,28.3,
11280,BS34B,,Acer saccharum,ACSA,301,,1944,,3.5,8.9,28.3,
11281,BS34B,,Acer saccharum,ACSA,404,,1944,,3.5,8.9,28.3,
11282,BS34B,,Acer saccharum,ACSA,439,,1944,,3.5,8.9,28.3,
11283,BS34B,,Acer saccharum,ACSA,470,,1944,,3.5,8.9,28.3,
11284,BS34B,,Acer saccharum,ACSA,484,,1944,,3.5,8.9,28.3,
11285,BS34B,,Acer saccharum,ACSA,491,,1944,,3.5,8.9,28.3,
11286,BS34B,,Acer saccharum,ACSA,501,,1944,,3.5,8.9,28.3,
11287,BS34B,,Acer saccharum,ACSA,75,,1949,,3.5,8.9,28.3,
11288,BS34B,,Acer saccharum,ACSA,118,,1949,,3.5,8.9,28.3,
11289,BS34B,,Acer saccharum,ACSA,234,,1949,,3.5,8.9,28.3,
11290,BS34B,,Acer saccharum,ACSA,383,,1949,,3.5,8.9,28.3,
11291,BS34B,,Acer saccharum,ACSA,470,,1949,,3.5,8.9,28.3,
11292,BS34B,,Acer saccharum,ACSA,484,,1949,,3.5,8.9,28.3,
11293,BS34B,,Acer saccharum,ACSA,17,,1954,,3.5,8.9,28.3,
11294,BS34B,,Acer saccharum,ACSA,118,,1954,,3.5,8.9,28.3,
11295,BS34B,,Acer saccharum,ACSA,158,,1954,,3.5,8.9,28.3,
11296,BS34B,,Acer saccharum,ACSA,161,,1954,,3.5,8.9,28.3,
11297,BS34B,,Acer saccharum,ACSA,219,,1954,,3.5,8.9,28.3,
11298,BS34B,,Acer saccharum,ACSA,235,,1954,,3.5,8.9,28.3,
11299,BS34B,,Acer saccharum,ACSA,457,,1954,,3.5,8.9,28.3,
11300,BS34B,,Acer saccharum,ACSA,470,,1954,,3.5,8.9,28.3,
11301,BS34B,,Acer saccharum,ACSA,484,,1954,,3.5,8.9,28.3,
11302,BS34B,,Acer saccharum,ACSA,491,,1954,,3.5,8.9,28.3,
11303,BS34B,,Acer saccharum,ACSA,104,,1959,,3.5,8.9,28.3,
11304,BS34B,,Acer saccharum,ACSA,147,,1959,,3.5,8.9,28.3,
11305,BS34B,,Acer saccharum,ACSA,151,,1959,,3.5,8.9,28.3,
11306,BS34B,,Acer saccharum,ACSA,198,,1959,,3.5,8.9,28.3,
11307,BS34B,,Acer saccharum,ACSA,457,,1959,,3.5,8.9,28.3,
11308,BS34B,,Acer saccharum,ACSA,491,,1959,,3.5,8.9,28.3,
11309,BS34B,,Acer saccharum,ACSA,502,,1959,,3.5,8.9,28.3,
11310,BS34B,,Acer saccharum,ACSA,245,,1981,,3.5,8.9,28.3,
11311,BS34B,,Acer saccharum,ACSA,504,,1981,,3.5,8.9,28.3,
11312,BS34B,,Acer saccharum,ACSA,55,,1934,,3.6,9.1,30.3,
11313,BS34B,,Acer saccharum,ACSA,420,,1934,,3.6,9.1,30.3,
11314,BS34B,,Acer saccharum,ACSA,433,,1934,,3.6,9.1,30.3,
11315,BS34B,,Acer saccharum,ACSA,436,,1934,,3.6,9.1,30.3,
11316,BS34B,,Acer saccharum,ACSA,499,,1934,,3.6,9.1,30.3,
11317,BS34B,,Acer saccharum,ACSA,437,,1939,,3.6,9.1,30.3,
11318,BS34B,,Acer saccharum,ACSA,27,,1944,,3.6,9.1,30.3,
11319,BS34B,,Acer saccharum,ACSA,89,,1944,,3.6,9.1,30.3,
11320,BS34B,,Acer saccharum,ACSA,102,,1944,,3.6,9.1,30.3,
11321,BS34B,,Acer saccharum,ACSA,107,,1944,,3.6,9.1,30.3,
11322,BS34B,,Acer saccharum,ACSA,483,,1944,,3.6,9.1,30.3,
11323,BS34B,,Acer saccharum,ACSA,9,,1949,,3.6,9.1,30.3,
11324,BS34B,,Acer saccharum,ACSA,89,,1949,,3.6,9.1,30.3,
11325,BS34B,,Acer saccharum,ACSA,102,,1949,,3.6,9.1,30.3,
11326,BS34B,,Acer saccharum,ACSA,107,,1949,,3.6,9.1,30.3,
11327,BS34B,,Acer saccharum,ACSA,177,,1949,,3.6,9.1,30.3,
11328,BS34B,,Acer saccharum,ACSA,385,,1949,,3.6,9.1,30.3,
11329,BS34B,,Acer saccharum,ACSA,421,,1949,,3.6,9.1,30.3,
11330,BS34B,,Acer saccharum,ACSA,491,,1949,,3.6,9.1,30.3,
11331,BS34B,,Acer saccharum,ACSA,501,,1949,,3.6,9.1,30.3,
11332,BS34B,,Acer saccharum,ACSA,13,,1954,,3.6,9.1,30.3,
11333,BS34B,,Acer saccharum,ACSA,501,,1954,,3.6,9.1,30.3,
11334,BS34B,,Acer saccharum,ACSA,161,,1959,,3.6,9.1,30.3,
11335,BS34B,,Acer saccharum,ACSA,218,,1959,,3.6,9.1,30.3,
11336,BS34B,,Acer saccharum,ACSA,235,,1959,,3.6,9.1,30.3,
11337,BS34B,,Acer saccharum,ACSA,470,,1959,,3.6,9.1,30.3,
11338,BS34B,,Acer saccharum,ACSA,501,,1959,,3.6,9.1,30.3,
11339,BS34B,,Acer saccharum,ACSA,361,,1981,,3.6,9.1,30.3,
11340,BS34B,,Acer saccharum,ACSA,427,,1981,,3.6,9.1,30.3,
11341,BS34B,,Acer saccharum,ACSA,430,,1934,,3.7,9.4,32.3,
11342,BS34B,,Acer saccharum,ACSA,505,,1934,,3.7,9.4,32.3,
11343,BS34B,,Acer saccharum,ACSA,53,,1939,,3.7,9.4,32.3,
11344,BS34B,,Acer saccharum,ACSA,464,,1939,,3.7,9.4,32.3,
11345,BS34B,,Acer saccharum,ACSA,485,,1939,,3.7,9.4,32.3,
11346,BS34B,,Acer saccharum,ACSA,34,,1944,,3.7,9.4,32.3,
11347,BS34B,,Acer saccharum,ACSA,110,,1944,,3.7,9.4,32.3,
11348,BS34B,,Acer saccharum,ACSA,169,,1944,,3.7,9.4,32.3,
11349,BS34B,,Acer saccharum,ACSA,36,,1949,,3.7,9.4,32.3,
11350,BS34B,,Acer saccharum,ACSA,74,,1949,,3.7,9.4,32.3,
11351,BS34B,,Acer saccharum,ACSA,110,,1949,,3.7,9.4,32.3,
11352,BS34B,,Acer saccharum,ACSA,145,,1949,,3.7,9.4,32.3,
11353,BS34B,,Acer saccharum,ACSA,232,,1949,,3.7,9.4,32.3,
11354,BS34B,,Acer saccharum,ACSA,400,,1949,,3.7,9.4,32.3,
11355,BS34B,,Acer saccharum,ACSA,406,,1949,,3.7,9.4,32.3,
11356,BS34B,,Acer saccharum,ACSA,74,,1954,,3.7,9.4,32.3,
11357,BS34B,,Acer saccharum,ACSA,107,,1954,,3.7,9.4,32.3,
11358,BS34B,,Acer saccharum,ACSA,405,,1954,,3.7,9.4,32.3,
11359,BS34B,,Acer saccharum,ACSA,107,,1959,,3.7,9.4,32.3,
11360,BS34B,,Acer saccharum,ACSA,158,,1959,,3.7,9.4,32.3,
11361,BS34B,,Acer saccharum,ACSA,200,,1959,,3.7,9.4,32.3,
11362,BS34B,,Acer saccharum,ACSA,504,,1959,,3.7,9.4,32.3,
11363,BS34B,,Acer saccharum,ACSA,355,,1981,,3.7,9.4,32.3,
