Sort,Plot,Outside_historic_plot,Measure_year,Date,Origin_year,Stand_year,Common_name,Species_code,Old_tag,LTREB_tag,DBH_cm,As_class,AGB_kg,Height_stem,Height_dead,Distance,Azimuth,Status,Notes
21214,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21215,Wells,NA,1981,NA,1920,61,Amelanchier,AMSP,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21216,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21217,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21218,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21219,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21220,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21221,Wells,NA,1981,NA,1920,61,Acer pensylvanicum,ACPE,NA,NA,1.8,NA,0.6,NA,NA,NA,NA,NA,NA
21222,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21223,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21224,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21225,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21226,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21227,Wells,NA,1981,NA,1920,61,Betula lutea,BEAL,NA,NA,1.8,NA,0.4,NA,NA,NA,NA,NA,NA
21228,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21229,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21230,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21231,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21232,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21233,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21234,Wells,NA,1981,NA,1920,61,Acer pensylvanicum,ACPE,NA,NA,1.8,NA,0.6,NA,NA,NA,NA,NA,NA
21235,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21236,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21237,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21238,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21239,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21240,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21241,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21242,Wells,NA,1981,NA,1920,61,Ostrya virginiana,OSVI,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21243,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21244,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21245,Wells,NA,1981,NA,1920,61,Ostrya virginiana,OSVI,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21246,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21247,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21248,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21249,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21250,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21251,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21252,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21253,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21254,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21255,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21256,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21257,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21258,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21259,Wells,NA,1981,NA,1920,61,Ostrya virginiana,OSVI,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21260,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21261,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21262,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21263,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21264,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21265,Wells,NA,1981,NA,1920,61,Ostrya virginiana,OSVI,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21266,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21267,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21268,Wells,NA,1981,NA,1920,61,Betula lutea,BEAL,NA,NA,1.8,NA,0.4,NA,NA,NA,NA,NA,NA
21269,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21270,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21271,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21272,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21273,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21274,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21275,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21276,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21277,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21278,Wells,NA,1981,NA,1920,61,Amelanchier,AMSP,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21279,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21280,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21281,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21282,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21283,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21284,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21285,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21286,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21287,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21288,Wells,NA,1981,NA,1920,61,Ostrya virginiana,OSVI,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21289,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21290,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21291,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21292,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21293,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21294,Wells,NA,1981,NA,1920,61,Fraxinus americana,FRAM,NA,NA,1.8,NA,0,NA,NA,NA,NA,NA,NA
21295,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21296,Wells,NA,1981,NA,1920,61,Acer rubrum,ACRU,NA,NA,1.8,NA,0.2,NA,NA,NA,NA,NA,NA
21297,Wells,NA,1981,NA,1920,61,Amelanchier,AMSP,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21298,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21299,Wells,NA,1981,NA,1920,61,Fagus grandifolia,FAGR,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21300,Wells,NA,1981,NA,1920,61,Acer saccharum,ACSA,NA,NA,1.8,NA,0.7,NA,NA,NA,NA,NA,NA
21301,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21302,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21303,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21304,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21305,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21306,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21307,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21308,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21309,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21310,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21311,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21312,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21313,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21314,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21315,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21316,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21317,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21318,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21319,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21320,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21321,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21322,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21323,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21324,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21325,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21326,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21327,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21328,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21329,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21330,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21331,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21332,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21333,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21334,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21335,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21336,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21337,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21338,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21339,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21340,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21341,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21342,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21343,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21344,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21345,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21346,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21347,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21348,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21349,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21350,Wells,NA,2e3,NA,1920,80,Amelanchier,AMSP,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21351,Wells,NA,2e3,NA,1920,80,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21352,Wells,NA,2e3,NA,1920,80,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21353,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21354,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21355,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21356,Wells,NA,2e3,NA,1920,80,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21357,Wells,NA,2e3,NA,1920,80,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21358,Wells,NA,2e3,NA,1920,80,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21359,Wells,NA,2e3,NA,1920,80,Acer pensylvanicum,ACPE,NA,NA,1.7,NA,0.5,NA,NA,NA,NA,NA,NA
21360,Wells,NA,2e3,NA,1920,80,Acer saccharum,ACSA,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21361,Wells,NA,2e3,NA,1920,80,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21362,Wells,NA,2e3,NA,1920,80,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21363,Wells,NA,2e3,NA,1920,80,Fagus grandifolia,FAGR,NA,NA,1.7,NA,0.6,NA,NA,NA,NA,NA,NA
21364,Wells,NA,2e3,NA,1920,80,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21365,Wells,NA,2e3,NA,1920,80,Acer rubrum,ACRU,NA,NA,1.7,NA,0.1,NA,NA,NA,NA,NA,NA
21366,Wells,NA,2e3,NA,1920,80,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21367,Wells,NA,2e3,NA,1920,80,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21368,Wells,NA,2e3,NA,1920,80,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21369,Wells,NA,2e3,NA,1920,80,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21370,Wells,NA,2e3,NA,1920,80,Ostrya virginiana,OSVI,NA,NA,1.7,NA,0.2,NA,NA,NA,NA,NA,NA
21371,Wells,NA,2e3,NA,1920,80,Ulmus americana,ULAM,NA,NA,1.7,NA,0.3,NA,NA,NA,NA,NA,NA
21372,Wells,NA,2e3,NA,1920,80,Fraxinus americana,FRAM,NA,NA,1.7,NA,0,NA,NA,NA,NA,NA,NA
21373,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21374,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21375,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21376,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.6,NA,0.2,NA,NA,NA,NA,NA,NA
21377,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21378,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.6,NA,0.6,NA,NA,NA,NA,NA,NA
21379,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.6,NA,0.6,NA,NA,NA,NA,NA,NA
21380,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21381,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21382,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21383,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.6,NA,0.6,NA,NA,NA,NA,NA,NA
21384,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21385,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21386,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21387,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21388,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21389,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21390,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21391,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21392,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21393,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21394,Wells,NA,1987,NA,1920,67,Acer saccharum,ACSA,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21395,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.6,NA,0.2,NA,NA,NA,NA,NA,NA
21396,Wells,NA,1987,NA,1920,67,Fagus grandifolia,FAGR,NA,NA,1.6,NA,0.6,NA,NA,NA,NA,NA,NA
21397,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.6,NA,0.2,NA,NA,NA,NA,NA,NA
21398,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21399,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21400,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21401,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21402,Wells,NA,1987,NA,1920,67,Ostrya virginiana,OSVI,NA,NA,1.6,NA,0.2,NA,NA,NA,NA,NA,NA
21403,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21404,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21405,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21406,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21407,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21408,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21409,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21410,Wells,NA,1987,NA,1920,67,Fraxinus americana,FRAM,NA,NA,1.6,NA,0,NA,NA,NA,NA,NA,NA
21411,Wells,NA,1987,NA,1920,67,Amelanchier,AMSP,NA,NA,1.6,NA,0.5,NA,NA,NA,NA,NA,NA
21412,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
21413,Wells,NA,1987,NA,1920,67,Acer rubrum,ACRU,NA,NA,1.6,NA,0.1,NA,NA,NA,NA,NA,NA
